192,-0.06968689,2.2306824,9.258087,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 6.6663
196,-0.09825134,2.2497253,9.222382,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 8.645218
196,-0.06968689,2.2759094,9.189056,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.22044
196,-0.08634949,2.2259216,9.265228,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.436607
196,-0.076828,2.2330627,9.184296,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.44751
196,-0.08872986,2.228302,9.231903,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.482456
196,-0.08872986,2.292572,9.181915,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.4696865
197,-0.08872986,2.2592468,9.227142,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.490988
197,-0.07444763,2.235443,9.229523,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.494968
197,-0.081588745,2.254486,9.179535,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.465369
198,-0.103012085,2.2402039,9.177155,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.45264
198,-0.09825134,2.2378235,9.2152405,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.474293
198,-0.105392456,2.221161,9.246185,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.499159
260,-0.12205505,2.2259216,9.21048,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.483242
260,-0.103012085,2.2259216,9.381866,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.5949745
260,-0.10777283,2.2306824,9.424713,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.658482
260,-0.14823914,2.183075,9.441376,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.681674
260,-0.1672821,2.164032,9.410431,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.664749
260,-0.1268158,2.1687927,9.519928,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.734694
261,-0.09825134,2.1330872,9.505646,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.740184
261,-0.04588318,2.1878357,9.565155,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.790653
261,0.0017242432,2.1545105,9.553253,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.792429
261,0.011245728,2.2068787,9.603241,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.835222
261,0.013626099,2.1521301,9.536591,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.794062
261,0.03742981,2.1759338,9.519928,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.774073
261,0.03981018,2.2187805,9.493744,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.756979
283,0.08027649,2.2187805,9.541351,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.784479
284,0.0874176,2.1759338,9.460419,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.730822
284,0.06599426,2.1687927,9.486603,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.731352
284,0.046951294,2.1497498,9.391388,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.66349
284,0.04219055,2.171173,9.422333,0.0,0.0,0.0,0.0,0.0,0.0,0.0 , 9.667585
321,0.04219055,2.171173,9.422333,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.667585
322,0.1207428,2.183075,9.348541,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.620846
322,0.115982056,2.2306824,9.412811,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.658203
322,0.19215393,2.2425842,9.40567,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.667324
322,0.19691467,2.2402039,9.400909,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.666499
323,0.18263245,2.2521057,9.40567,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.671231
323,0.23976135,2.2973328,9.446136,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.708477
323,0.26594543,2.285431,9.355682,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.656662
323,0.2278595,2.3068542,9.384247,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.663417
328,0.26356506,2.266388,9.33902,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.628616
334,0.20405579,2.2878113,9.384247,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.651463
338,0.20405579,2.254486,9.408051,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.669029
343,0.19929504,2.2830505,9.360443,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.646543
349,0.23262024,2.2521057,9.327118,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.612549
353,0.20643616,2.3211365,9.293793,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.590805
358,0.16835022,2.2521057,9.324738,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.593268
363,0.14692688,2.235443,9.296173,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.571592
368,0.07789612,2.235443,9.250946,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.533745
373,0.154068,2.228302,9.250946,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.521868
378,0.20167542,2.2878113,9.281891,0.0,0.0,0.0,0.0,0.0,0.0,183.0 , 9.549829
